store,Product ID,Product Title,Brand,Unit,Quantity Per Case,State,City,District,Units_Sold,Unit_Price,Revenue,Cost,Profit,Customer_Rating,In_Stock,Date
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,127,6.49,824.23,467.36,356.87,4.3,True,2024-08-16
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,37,3.86,142.82,86.95,55.87,4.2,True,2024-06-14
Store #107,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Florida,Miami,District D,90,18.3,1647.0,1139.4,507.6,4.9,True,2024-11-21
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,131,2.8,366.8,246.28,120.52,4.3,True,2024-10-02
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,61,11.72,714.92,418.46,296.46,3.8,True,2024-10-22
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,126,8.36,1053.36,724.5,328.86,3.9,True,2024-10-12
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,41,6.71,275.11,174.25,100.86,4.9,True,2024-08-23
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,40,5.09,203.6,133.2,70.4,4.0,True,2024-01-29
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,32,8.12,259.84,145.92,113.92,4.8,True,2024-01-28
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,41,15.32,628.12,352.6,275.52,4.5,True,2024-07-06
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,40,16.39,655.6,429.2,226.4,4.2,True,2024-08-28
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,8,2.73,21.84,12.56,9.28,4.9,False,2024-11-26
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,7,11.37,79.59,48.86,30.73,4.9,True,2024-03-23
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,83,19.39,1609.37,987.7,621.67,4.0,True,2024-09-13
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,59,6.23,367.57,205.32,162.25,4.3,True,2024-03-05
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,124,18.95,2349.8,1522.72,827.08,4.3,True,2024-02-09
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,113,7.75,875.75,496.07,379.68,3.9,True,2024-11-27
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,77,4.34,334.18,189.42,144.76,4.1,False,2024-05-02
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,56,5.36,300.16,166.32,133.84,4.1,True,2024-10-09
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,128,4.29,549.12,327.68,221.44,4.9,False,2024-10-15
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,133,6.29,836.57,554.61,281.96,4.7,True,2024-07-22
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,133,7.67,1020.11,684.95,335.16,4.0,True,2024-07-27
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,14,2.73,38.22,21.84,16.38,4.4,True,2024-10-27
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,60,8.75,525.0,340.2,184.8,4.7,True,2024-04-28
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,138,11.98,1653.24,993.6,659.64,4.7,True,2024-11-07
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,15,19.73,295.95,197.1,98.85,4.3,True,2024-08-08
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,44,19.12,841.28,588.28,253.0,3.9,False,2024-02-08
Store #105,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,New York,New York,District A,132,11.02,1454.64,868.56,586.08,4.9,True,2024-02-14
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,95,18.21,1729.95,997.5,732.45,4.7,True,2024-07-05
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,40,6.78,271.2,188.8,82.4,4.4,True,2024-08-14
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,38,6.25,237.5,148.96,88.54,4.5,True,2024-07-28
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,134,19.89,2665.26,1817.04,848.22,5.0,False,2024-07-30
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,7,8.2,57.4,32.48,24.92,4.3,True,2024-05-05
Store #102,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Francisco,District B,123,5.38,661.74,398.52,263.22,4.4,True,2024-07-17
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,51,4.08,208.08,143.31,64.77,4.9,True,2024-02-13
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,21,6.18,129.78,90.72,39.06,4.4,True,2024-06-17
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,121,3.81,461.01,263.78,197.23,4.4,True,2024-05-22
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,102,18.16,1852.32,1243.38,608.94,4.7,True,2024-01-17
Store #104,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Dallas,District C,10,4.69,46.9,30.6,16.3,4.1,True,2024-04-18
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,75,15.84,1188.0,706.5,481.5,4.7,True,2024-02-05
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,71,5.12,363.52,203.06,160.46,4.9,True,2024-12-08
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,94,16.7,1569.8,976.66,593.14,4.4,True,2024-04-11
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,104,8.25,858.0,543.92,314.08,4.9,True,2024-12-20
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,87,19.3,1679.1,1131.0,548.1,4.7,True,2024-03-15
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,122,4.68,570.96,356.24,214.72,4.2,True,2024-03-18
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,5,6.81,34.05,23.55,10.5,4.8,True,2024-09-23
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,60,4.09,245.4,141.6,103.8,4.6,True,2024-01-19
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,94,6.11,574.34,332.76,241.58,4.6,True,2024-04-20
Store #106,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Washington,Seattle,District B,82,8.31,681.42,426.4,255.02,4.8,True,2024-01-09
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,95,6.2,589.0,371.45,217.55,4.4,True,2024-07-29
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,114,15.79,1800.06,1138.86,661.2,4.0,True,2024-08-22
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,116,20.26,2350.16,1540.48,809.68,4.9,True,2024-12-18
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,27,4.05,109.35,70.2,39.15,4.3,True,2024-02-23
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,118,11.49,1355.82,909.78,446.04,4.6,True,2024-02-21
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,102,5.09,519.18,351.9,167.28,4.9,True,2024-08-20
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,106,5.98,633.88,384.78,249.1,4.1,True,2024-11-26
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,66,6.17,407.22,279.18,128.04,3.8,False,2024-07-31
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,86,11.3,971.8,674.24,297.56,5.0,True,2024-11-03
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,105,5.46,573.3,384.3,189.0,4.5,True,2024-11-11
Store #107,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Florida,Miami,District D,108,8.83,953.64,598.32,355.32,4.3,False,2024-03-29
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,105,11.88,1247.4,803.25,444.15,4.1,True,2024-03-01
Store #106,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Washington,Seattle,District B,28,5.04,141.12,77.84,63.28,4.7,True,2024-02-17
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,25,8.55,213.75,118.25,95.5,4.7,True,2024-10-05
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,61,15.67,955.87,602.68,353.19,4.1,True,2024-05-02
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,18,6.34,114.12,78.84,35.28,4.6,True,2024-12-03
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,122,4.16,507.52,287.92,219.6,4.0,True,2024-02-26
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,131,4.13,541.03,372.04,168.99,4.0,False,2024-02-09
Store #101,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,Los Angeles,District A,129,6.58,848.82,476.01,372.81,4.6,True,2024-02-07
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,46,19.35,890.1,490.82,399.28,4.0,True,2024-08-18
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,92,4.71,433.32,269.56,163.76,4.5,True,2024-03-01
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,36,11.14,401.04,222.48,178.56,3.8,True,2024-05-10
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,34,5.5,187.0,103.7,83.3,4.0,False,2024-07-05
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,128,6.29,805.12,454.4,350.72,4.6,True,2024-05-20
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,116,8.5,986.0,600.88,385.12,4.0,True,2024-09-10
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,84,6.08,510.72,296.52,214.2,4.7,True,2024-02-22
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,74,6.49,480.26,309.32,170.94,4.5,True,2024-11-01
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,21,7.95,166.95,114.03,52.92,4.9,True,2024-07-10
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,140,6.39,894.6,495.6,399.0,4.0,True,2024-11-05
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,23,7.76,178.48,108.1,70.38,4.0,True,2024-05-05
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,7,8.16,57.12,33.25,23.87,4.5,True,2024-12-18
Store #104,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Dallas,District C,103,11.24,1157.72,673.62,484.1,4.1,True,2024-02-03
Store #110,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Houston,District C,112,20.35,2279.2,1402.24,876.96,4.8,True,2024-02-08
Store #101,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,Los Angeles,District A,16,2.93,46.88,28.8,18.08,3.9,True,2024-09-12
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,65,19.14,1244.1,737.75,506.35,4.6,True,2024-07-15
Store #101,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,Los Angeles,District A,38,2.89,109.82,66.88,42.94,4.9,True,2024-05-25
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,9,7.65,68.85,38.88,29.97,4.8,True,2024-11-26
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,107,7.65,818.55,545.7,272.85,4.4,False,2024-06-26
Store #105,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,New York,New York,District A,131,8.79,1151.49,800.41,351.08,3.9,True,2024-08-20
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,62,3.81,236.22,130.2,106.02,3.9,True,2024-01-15
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,27,5.13,138.51,95.04,43.47,4.2,True,2024-03-28
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,71,8.82,626.22,348.61,277.61,3.9,True,2024-01-27
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,102,7.81,796.62,459.0,337.62,4.0,True,2024-12-18
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,110,8.1,891.0,579.7,311.3,4.4,True,2024-03-16
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,76,19.63,1491.88,984.2,507.68,4.1,True,2024-09-07
Store #105,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,New York,New York,District A,95,8.54,811.3,552.9,258.4,4.6,True,2024-02-12
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,24,8.89,213.36,119.28,94.08,3.8,True,2024-02-09
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,31,5.21,161.51,108.5,53.01,4.7,True,2024-09-06
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,44,6.72,295.68,167.2,128.48,4.0,True,2024-08-20
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,136,2.71,368.56,224.4,144.16,3.9,True,2024-11-13
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,31,18.32,567.92,386.88,181.04,4.7,True,2024-11-27
Store #108,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Illinois,Chicago,District B,12,15.95,191.4,120.48,70.92,4.2,False,2024-05-16
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,115,3.88,446.2,272.55,173.65,4.3,True,2024-06-30
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,30,6.2,186.0,113.1,72.9,4.9,True,2024-07-08
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,75,6.31,473.25,295.5,177.75,4.3,True,2024-03-31
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,34,3.81,129.54,72.08,57.46,4.1,False,2024-04-22
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,108,6.42,693.36,392.04,301.32,4.7,True,2024-04-25
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,48,2.87,137.76,83.04,54.72,4.1,True,2024-04-15
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,133,4.15,551.95,355.11,196.84,4.7,True,2024-04-04
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,22,15.46,340.12,203.94,136.18,4.3,True,2024-06-10
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,10,6.09,60.9,35.9,25.0,3.9,True,2024-06-20
Store #101,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,Los Angeles,District A,126,19.15,2412.9,1504.44,908.46,4.1,False,2024-06-29
Store #101,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,Los Angeles,District A,79,19.63,1550.77,974.86,575.91,4.0,True,2024-12-14
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,90,3.97,357.3,235.8,121.5,5.0,True,2024-06-04
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,122,6.17,752.74,453.84,298.9,4.7,True,2024-07-05
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,74,2.84,210.16,138.38,71.78,3.8,True,2024-02-27
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,96,19.99,1919.04,1126.08,792.96,4.7,True,2024-03-13
Store #106,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Washington,Seattle,District B,54,5.51,297.54,180.36,117.18,3.9,True,2024-02-15
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,49,2.72,133.28,86.73,46.55,4.9,True,2024-09-26
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,53,6.19,328.07,206.17,121.9,4.2,True,2024-06-07
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,93,2.73,253.89,176.7,77.19,4.4,True,2024-10-17
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,138,20.92,2886.96,1857.48,1029.48,4.6,True,2024-03-17
Store #105,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,New York,New York,District A,8,3.97,31.76,18.48,13.28,4.8,True,2024-05-30
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,115,6.39,734.85,495.65,239.2,3.9,True,2024-01-03
Store #105,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,New York,New York,District A,44,12.01,528.44,347.16,181.28,4.0,True,2024-12-06
Store #107,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Florida,Miami,District D,79,18.46,1458.34,905.34,553.0,4.2,True,2024-02-11
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,30,6.54,196.2,135.0,61.2,4.5,True,2024-07-23
Store #107,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Florida,Miami,District D,40,20.36,814.4,472.4,342.0,4.0,True,2024-06-14
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,81,6.53,528.93,341.01,187.92,4.5,True,2024-02-13
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,139,3.97,551.83,329.43,222.4,4.9,True,2024-03-11
Store #108,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Illinois,Chicago,District B,124,7.93,983.32,601.4,381.92,3.8,True,2024-08-06
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,82,4.1,336.2,214.02,122.18,4.2,True,2024-03-12
Store #110,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Houston,District C,105,6.25,656.25,427.35,228.9,4.4,True,2024-01-28
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,26,2.67,69.42,46.8,22.62,4.6,True,2024-01-28
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,128,6.61,846.08,574.72,271.36,3.9,True,2024-10-16
Store #109,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Diego,District A,57,8.5,484.5,307.23,177.27,5.0,True,2024-01-28
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,84,6.63,556.92,384.72,172.2,4.8,True,2024-11-17
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,5,3.85,19.25,13.15,6.1,4.4,True,2024-02-04
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,134,2.77,371.18,207.7,163.48,3.9,True,2024-01-13
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,71,5.46,387.66,252.76,134.9,4.8,True,2024-10-06
Store #107,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Florida,Miami,District D,10,15.49,154.9,104.2,50.7,4.6,True,2024-11-21
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,127,5.18,657.86,427.99,229.87,5.0,True,2024-08-31
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,32,6.27,200.64,134.72,65.92,4.0,True,2024-07-16
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,7,19.14,133.98,74.34,59.64,4.6,True,2024-07-18
Store #108,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Illinois,Chicago,District B,40,4.48,179.2,118.0,61.2,4.1,True,2024-06-30
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,58,11.32,656.56,430.94,225.62,4.3,False,2024-09-14
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,91,7.96,724.36,491.4,232.96,4.0,True,2024-12-01
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,128,6.21,794.88,492.8,302.08,4.6,True,2024-02-04
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,71,19.25,1366.75,817.92,548.83,4.9,True,2024-09-26
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,16,5.99,95.84,63.2,32.64,4.1,True,2024-02-04
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,87,20.51,1784.37,1244.1,540.27,4.8,True,2024-08-31
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,103,4.09,421.27,258.53,162.74,3.9,True,2024-03-30
Store #102,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Francisco,District B,118,4.61,543.98,348.1,195.88,4.8,True,2024-02-07
Store #106,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Washington,Seattle,District B,120,3.94,472.8,330.0,142.8,4.5,True,2024-12-23
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,78,2.71,211.38,139.62,71.76,4.3,True,2024-08-12
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,11,4.04,44.44,28.93,15.51,4.0,True,2024-10-25
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,23,7.86,180.78,117.99,62.79,4.9,True,2024-07-27
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,58,2.81,162.98,101.5,61.48,4.2,True,2024-04-07
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,117,15.87,1856.79,1125.54,731.25,3.9,False,2024-02-04
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,35,6.49,227.15,126.7,100.45,4.4,False,2024-02-21
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,96,6.21,596.16,406.08,190.08,5.0,False,2024-07-18
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,133,5.19,690.27,444.22,246.05,4.5,True,2024-09-22
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,12,2.66,31.92,19.56,12.36,4.0,True,2024-05-14
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,89,16.67,1483.63,963.87,519.76,4.9,True,2024-04-14
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,14,18.7,261.8,146.72,115.08,4.3,True,2024-11-08
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,38,11.23,426.74,237.5,189.24,3.8,True,2024-09-02
Store #106,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Washington,Seattle,District B,82,6.47,530.54,361.62,168.92,4.1,True,2024-09-01
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,102,5.39,549.78,363.12,186.66,4.5,False,2024-09-30
Store #107,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Florida,Miami,District D,115,8.66,995.9,630.2,365.7,3.9,False,2024-03-05
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,54,7.86,424.44,292.14,132.3,4.1,False,2024-06-29
